annual_income,monthly_income,income_bracket,lifestyle,housing,food_groceries,food_dining,transport,entertainment,healthcare,subscriptions,clothing,utilities,fitness,coffee,total_monthly_expenses,monthly_savings,savings_rate
32911.26,2742.6,low,frugal,751.33,310.28,180.02,235.63,105.3,101.42,31.99,132.67,160.17,30,40.63,2079.43,663.18,0.2418
23676.88,1973.07,low,frugal,592.74,214.89,156.42,147.16,82.35,120.18,109.84,75.59,120.89,60,37.4,1717.47,255.6,0.1295
17374.18,1447.85,low,frugal,410.23,147.87,107.78,135.11,49.83,70.59,25.03,29.81,168.19,60,19.85,1224.28,223.57,0.1544
26552.64,2212.72,low,frugal,673.22,229.97,158.12,195.79,79.39,105.6,28.47,81.2,146.13,30,67.53,1795.43,417.29,0.1886
31472.47,2622.71,low,frugal,687.82,232.58,195.04,206.68,107.73,44.76,36.12,114.93,278.23,0,34.75,1938.63,684.08,0.2608
17327.17,1443.93,low,frugal,424.04,157.9,99.08,117.59,61.06,53.85,81.18,52.17,106.01,60,50.68,1263.56,180.37,0.1249
28163.2,2346.93,low,frugal,648.44,239.69,163.88,182.5,84.87,113.8,70.24,118.58,248.89,150,71.81,2092.71,254.22,0.1083
27708.29,2309.02,low,frugal,580.87,283.34,168.94,208.84,86.94,111.03,103.29,98.19,185.79,150,18.3,1995.53,313.49,0.1358
31884.25,2657.02,low,frugal,883.84,225.79,201.6,182.55,104.36,81.43,92.84,92.91,207.71,30,76.22,2179.26,477.76,0.1798
15515.39,1292.95,low,frugal,409.8,151.6,87.66,106.43,46.37,34.24,36.02,38.2,143.79,0,32.08,1086.18,206.77,0.1599
17004.91,1417.08,low,frugal,360.83,157.26,98.98,108.77,53.99,25.9,22.87,67.88,58.78,0,50.85,1006.1,410.97,0.29
22953.69,1912.81,low,frugal,537.36,213.9,148.21,140.52,79.41,63.55,62.61,102.51,201.01,100,70.19,1719.28,193.53,0.1012
16907.22,1408.93,low,frugal,331.84,144.74,106.94,105.73,56.31,48.68,72.99,32.41,176.89,0,12.62,1089.15,319.78,0.227
20363.49,1696.96,low,frugal,431.27,157.59,118.37,137.47,67.35,84.68,45.98,85.52,211.73,60,18.08,1418.04,278.92,0.1644
28447.68,2370.64,low,frugal,691.21,275.96,165.56,207.59,98.48,73.78,28.12,151.65,94.02,60,75.47,1921.85,448.79,0.1893
20788.79,1732.4,low,frugal,573.61,177.85,109.42,117.75,73.25,100.54,75.62,92.52,58.27,100,19.15,1497.97,234.43,0.1353
32311.25,2692.6,low,frugal,726.6,311.62,207.85,244.5,121.69,100.47,96.86,74.94,201.03,100,15.65,2201.21,491.39,0.1825
16198.87,1349.91,low,frugal,386.55,134.27,90.61,118.79,57.36,43.78,28.16,40.89,59.7,60,16.11,1036.22,313.69,0.2324
20918.64,1743.22,low,frugal,496.66,189.43,141.8,161.23,65.42,35.64,111.73,68.57,80.26,60,60.46,1471.19,272.04,0.1561
33005.28,2750.44,low,frugal,809.47,322.19,203.86,222.64,102.26,140.22,21.62,153.95,127.94,30,12.44,2146.6,603.85,0.2195
16888.38,1407.36,low,frugal,370.1,155.49,113.77,106.67,54.59,26.09,45.45,32.0,170.57,0,53.63,1128.36,279.0,0.1982
22599.58,1883.3,low,frugal,461.45,227.86,132.02,148.11,71.55,50.86,73.19,105.75,274.61,30,25.12,1600.52,282.78,0.1501
23054.07,1921.17,low,frugal,589.83,226.44,129.56,148.79,71.21,90.18,95.35,114.46,164.23,0,2.29,1632.32,288.85,0.1504
20690.83,1724.24,low,frugal,563.36,171.1,120.56,142.53,68.67,69.76,25.7,42.04,150.04,60,66.96,1480.72,243.51,0.1412
15831.58,1319.3,low,frugal,427.65,142.26,88.62,96.43,56.3,77.92,56.48,62.98,155.69,60,26.58,1250.91,68.39,0.0518
33226.78,2768.9,low,frugal,711.63,328.47,183.97,250.37,108.24,102.8,116.93,89.61,72.24,0,43.68,2007.95,760.95,0.2748
34954.99,2912.92,low,frugal,680.88,297.33,194.16,228.57,114.53,97.52,84.82,75.64,217.57,150,12.61,2153.63,759.28,0.2607
24548.32,2045.69,low,frugal,639.28,252.88,127.46,150.25,80.0,50.58,25.86,90.77,176.04,30,69.52,1692.63,353.06,0.1726
25805.58,2150.46,low,frugal,608.1,217.54,152.3,183.1,80.71,64.88,28.06,110.1,223.05,0,39.11,1706.96,443.5,0.2062
27601.86,2300.16,low,frugal,669.36,259.74,168.2,182.56,95.22,100.91,68.13,125.05,227.61,60,49.86,2006.64,293.52,0.1276
22619.04,1884.92,low,frugal,533.34,193.97,133.17,160.53,73.63,42.75,78.8,66.47,233.48,60,63.82,1639.96,244.96,0.13
26971.26,2247.6,low,frugal,655.62,240.84,191.25,192.6,94.03,107.14,72.34,68.24,184.97,0,13.81,1820.83,426.77,0.1899
19045.88,1587.16,low,frugal,425.27,169.55,116.89,101.59,51.42,85.15,26.2,32.86,182.74,60,77.87,1329.54,257.62,0.1623
15973.9,1331.16,low,frugal,377.95,128.39,92.69,107.62,51.31,31.0,55.81,80.07,204.88,0,0.28,1130.0,201.16,0.1511
28408.69,2367.39,low,frugal,603.82,291.89,134.44,184.49,95.53,107.74,43.69,49.31,98.68,60,41.17,1710.76,656.63,0.2774
33448.69,2787.39,low,frugal,769.03,292.45,219.65,211.8,111.9,70.92,117.82,65.58,232.53,60,43.02,2194.71,592.68,0.2126
31652.24,2637.69,low,frugal,758.62,291.3,192.34,204.83,103.4,115.08,119.65,53.65,173.25,0,74.22,2086.35,551.34,0.209
32592.03,2716.0,low,frugal,725.09,265.78,192.46,253.23,92.72,107.61,67.17,116.86,177.5,0,26.54,2024.95,691.05,0.2544
30604.25,2550.35,low,frugal,621.47,285.0,192.66,233.06,107.38,103.18,46.13,93.49,148.17,0,40.08,1870.61,679.74,0.2665
20712.52,1726.04,low,frugal,508.06,188.25,123.15,123.73,70.33,75.89,109.66,38.42,65.47,100,51.86,1454.81,271.24,0.1571
31203.22,2600.27,low,frugal,818.87,270.97,189.38,221.78,99.25,67.93,75.51,103.51,132.85,0,13.97,1994.02,606.25,0.2331
25361.55,2113.46,low,frugal,558.83,211.49,167.26,163.72,91.76,120.08,76.46,106.18,174.3,100,4.25,1774.35,339.12,0.1605
19621.62,1635.13,low,frugal,447.71,182.96,113.27,126.98,65.41,81.65,96.0,49.79,144.21,30,63.49,1401.46,233.67,0.1429
30317.17,2526.43,low,frugal,651.61,266.65,199.29,216.58,89.96,95.93,84.52,107.92,91.27,0,59.5,1863.23,663.2,0.2625
33185.05,2765.42,low,frugal,857.41,282.11,175.09,200.76,110.41,63.0,100.88,138.59,112.16,60,78.16,2178.57,586.85,0.2122
28650.81,2387.57,low,frugal,668.9,214.82,174.11,224.81,92.75,123.1,86.23,122.81,211.83,100,10.82,2030.19,357.38,0.1497
29100.82,2425.07,low,frugal,724.95,286.03,182.33,188.3,95.42,119.15,103.64,98.54,96.65,60,42.2,1997.22,427.85,0.1764
31574.18,2631.18,low,frugal,768.17,303.25,207.91,228.3,112.59,126.69,108.64,53.31,263.35,30,22.22,2224.42,406.76,0.1546
33841.16,2820.1,low,frugal,852.58,286.79,186.44,220.14,113.02,147.35,54.41,103.0,143.9,60,12.0,2179.63,640.47,0.2271
34654.79,2887.9,low,frugal,796.87,309.24,224.49,262.51,100.38,154.5,84.87,102.04,157.12,60,23.97,2276.0,611.9,0.2119
26921.0,2243.42,low,frugal,628.02,242.7,158.58,188.37,79.62,42.32,32.04,53.06,195.67,0,43.42,1663.79,579.63,0.2584
21976.64,1831.39,low,frugal,571.4,174.46,125.68,150.37,80.6,71.01,70.89,94.9,229.53,60,78.81,1707.66,123.73,0.0676
30091.39,2507.62,low,frugal,716.08,235.6,184.71,191.58,88.9,142.89,20.06,77.8,107.81,30,29.85,1825.29,682.32,0.2721
22537.34,1878.11,low,frugal,438.55,201.44,133.6,146.32,68.86,48.37,83.49,47.95,74.46,0,84.41,1327.45,550.66,0.2932
19939.22,1661.6,low,frugal,457.7,182.62,134.66,133.66,63.07,46.61,74.46,38.24,183.49,60,59.14,1433.64,227.96,0.1372
29789.38,2482.45,low,frugal,639.82,277.12,166.49,200.15,89.25,53.03,24.31,69.66,130.22,150,31.19,1831.22,651.22,0.2623
30504.69,2542.06,low,frugal,779.95,242.12,177.46,197.98,103.95,130.87,51.37,110.59,130.67,100,27.92,2052.88,489.17,0.1924
17645.37,1470.45,low,frugal,391.49,149.79,114.16,104.73,66.39,48.75,66.9,79.79,104.0,0,50.31,1176.32,294.13,0.2
21322.03,1776.84,low,frugal,503.2,183.03,121.75,126.41,68.02,100.22,32.32,56.41,248.46,60,66.19,1566.02,210.82,0.1186
26079.87,2173.32,low,frugal,540.85,237.68,142.74,153.32,81.79,132.47,108.09,53.55,95.5,100,72.38,1718.38,454.94,0.2093
23475.4,1956.28,low,frugal,560.79,209.56,134.36,120.2,82.62,88.28,54.18,76.47,242.33,150,47.64,1766.44,189.84,0.097
29832.55,2486.05,low,frugal,720.0,276.65,171.03,196.81,112.72,88.89,83.47,75.31,179.47,30,60.94,1995.3,490.75,0.1974
24652.02,2054.34,low,frugal,534.53,175.93,148.62,176.83,75.51,76.16,20.09,43.12,260.48,100,39.87,1651.13,403.2,0.1963
18062.89,1505.24,low,frugal,444.11,182.44,116.07,127.75,60.5,48.36,109.74,37.88,126.0,30,41.6,1324.45,180.79,0.1201
32090.95,2674.25,low,frugal,799.91,280.28,194.04,211.47,104.15,103.62,73.53,113.34,102.24,100,45.34,2127.94,546.31,0.2043
23707.93,1975.66,low,frugal,555.37,226.5,135.33,162.64,80.99,76.38,57.97,90.74,251.22,100,48.06,1785.19,190.47,0.0964
18840.47,1570.04,low,frugal,478.87,190.02,110.79,150.74,52.46,66.85,38.58,35.13,134.2,30,51.56,1339.18,230.86,0.147
21940.05,1828.34,low,frugal,427.36,197.91,109.76,142.52,82.75,85.82,43.66,74.1,136.01,0,42.44,1342.32,486.02,0.2658
30374.94,2531.25,low,frugal,715.45,258.63,199.42,199.06,97.03,64.16,77.09,74.68,117.3,0,57.32,1860.14,671.1,0.2651
34325.49,2860.46,low,frugal,903.35,328.75,220.16,202.91,103.88,132.82,112.46,57.76,154.76,60,21.2,2298.07,562.39,0.1966
21865.51,1822.13,low,frugal,518.05,214.81,121.32,146.17,80.87,43.81,77.57,46.35,163.69,100,57.82,1570.46,251.66,0.1381
32984.98,2748.75,low,frugal,711.1,304.43,182.21,208.77,111.62,119.88,95.65,102.17,99.23,30,37.82,2002.88,745.87,0.2714
17959.17,1496.6,low,frugal,409.32,156.96,104.24,133.82,58.12,35.35,108.52,34.49,159.61,100,11.35,1311.79,184.81,0.1235
33707.89,2808.99,low,frugal,717.39,337.85,200.41,228.7,123.46,149.56,26.38,106.16,126.02,150,32.32,2198.24,610.76,0.2174
31036.8,2586.4,low,frugal,785.31,275.15,176.15,188.8,98.59,129.6,42.83,56.05,105.09,30,31.75,1919.31,667.09,0.2579
16147.84,1345.65,low,frugal,405.65,147.74,99.27,98.22,50.03,65.35,20.74,50.7,184.01,150,32.61,1304.33,41.32,0.0307
25038.91,2086.58,low,frugal,596.22,234.07,166.31,171.85,82.59,83.91,89.72,48.31,210.24,60,33.28,1776.5,310.08,0.1486
32554.99,2712.92,low,frugal,791.61,281.8,185.18,218.49,108.63,93.69,50.49,74.58,91.19,60,17.16,1972.83,740.08,0.2728
18323.7,1526.97,low,frugal,443.28,162.61,98.25,121.56,60.6,75.53,48.18,40.09,66.95,60,31.23,1208.28,318.69,0.2087
15542.13,1295.18,low,frugal,374.13,142.83,102.83,83.5,41.91,70.12,81.51,78.27,184.37,30,80.21,1269.69,25.49,0.0197
17856.29,1488.02,low,frugal,361.75,168.48,101.35,104.08,55.74,40.5,45.88,37.5,75.55,60,75.27,1126.09,361.94,0.2432
15123.68,1260.31,low,frugal,354.17,142.19,104.22,96.94,51.72,47.19,117.75,66.39,137.69,60,57.91,1236.17,24.14,0.0192
25303.34,2108.61,low,frugal,651.18,216.62,147.01,153.43,78.6,120.68,77.65,70.58,200.9,60,19.66,1796.31,312.31,0.1481
15181.74,1265.15,low,frugal,358.9,160.64,94.68,100.75,54.96,35.1,78.31,62.62,129.73,30,64.44,1170.12,95.02,0.0751
19879.91,1656.66,low,frugal,436.02,161.08,101.27,126.21,76.61,50.71,55.35,51.78,140.95,30,74.33,1304.31,352.34,0.2127
23222.27,1935.19,low,frugal,632.59,183.72,152.26,166.87,72.58,92.16,93.96,52.14,193.8,0,74.99,1715.06,220.13,0.1137
16453.31,1371.11,low,frugal,366.51,134.81,105.15,128.87,53.17,39.14,90.4,35.05,132.72,150,63.67,1299.49,71.62,0.0522
19833.18,1652.76,low,frugal,455.48,171.86,119.42,113.76,68.73,98.83,51.28,33.98,192.99,30,54.99,1391.33,261.43,0.1582
30324.91,2527.08,low,frugal,760.63,260.06,175.17,173.25,108.62,158.54,80.97,129.84,92.74,30,42.68,2012.5,514.58,0.2036
21675.53,1806.29,low,frugal,543.84,198.07,150.32,156.35,68.47,44.62,38.18,72.07,118.92,0,64.29,1455.14,351.15,0.1944
32354.04,2696.17,low,frugal,718.51,298.59,204.21,225.73,104.31,126.1,84.64,113.24,161.7,0,33.9,2070.93,625.24,0.2319
20853.1,1737.76,low,frugal,444.06,189.71,135.07,146.21,56.32,45.17,102.82,80.53,70.69,30,29.81,1330.39,407.36,0.2344
33859.66,2821.64,low,frugal,860.99,313.75,193.03,231.84,104.71,119.3,113.07,54.65,204.12,150,81.24,2426.7,394.94,0.14
16305.54,1358.79,low,frugal,395.29,159.33,90.95,111.74,53.81,31.89,90.15,50.24,64.5,150,41.04,1238.94,119.86,0.0882
21233.06,1769.42,low,frugal,465.83,191.76,126.7,144.16,58.37,92.1,46.81,62.1,81.64,60,70.18,1399.66,369.76,0.209
32816.64,2734.72,low,frugal,656.61,242.65,200.47,208.95,104.55,103.29,39.25,57.52,243.41,0,71.17,1927.86,806.86,0.295
23760.88,1980.07,low,frugal,580.89,179.23,144.85,154.36,71.13,59.52,21.75,44.51,161.55,30,51.5,1499.3,480.77,0.2428
20484.26,1707.02,low,frugal,523.41,211.63,131.2,149.27,65.11,44.06,105.86,93.45,184.02,60,68.94,1636.95,70.07,0.041
29065.54,2422.13,low,frugal,712.8,271.01,186.93,172.56,98.43,46.74,91.22,66.98,111.96,30,11.53,1800.16,621.97,0.2568
30179.54,2514.96,low,frugal,753.83,271.64,186.81,185.78,95.86,133.02,50.95,99.48,126.53,60,18.0,1981.9,533.07,0.212
33305.8,2775.48,low,frugal,808.04,292.69,204.52,208.84,110.58,145.26,38.83,96.78,86.12,0,10.13,2001.81,773.68,0.2788
27868.58,2322.38,low,frugal,624.9,272.37,173.85,216.63,101.67,113.01,76.95,122.68,258.36,60,72.89,2093.31,229.07,0.0986
34712.01,2892.67,low,frugal,739.26,332.26,205.24,233.97,116.88,93.65,63.78,108.36,206.97,100,20.04,2220.41,672.26,0.2324
16345.69,1362.14,low,frugal,393.93,144.39,109.0,116.29,58.29,32.11,34.61,63.86,95.7,60,9.78,1117.96,244.18,0.1793
15338.26,1278.19,low,frugal,350.9,142.84,86.98,95.36,52.04,80.8,33.57,75.62,233.37,0,20.26,1171.73,106.46,0.0833
31319.12,2609.93,low,frugal,686.97,276.88,170.22,239.2,99.67,62.97,69.67,141.73,156.55,0,31.02,1934.88,675.05,0.2586
27746.04,2312.17,low,frugal,637.21,237.51,168.38,185.12,102.44,89.11,108.66,93.08,158.54,0,8.58,1788.63,523.54,0.2264
15333.43,1277.79,low,frugal,347.9,143.4,97.05,95.36,51.39,33.14,96.24,35.64,61.91,60,40.41,1062.45,215.33,0.1685
15149.26,1262.44,low,frugal,400.28,129.94,103.02,97.67,53.21,52.03,82.8,63.22,145.64,60,34.71,1222.53,39.91,0.0316
24758.0,2063.17,low,frugal,601.87,201.07,124.57,127.65,87.9,122.37,78.62,79.34,84.05,150,26.34,1683.79,379.38,0.1839
34045.28,2837.11,low,frugal,935.19,320.05,186.7,229.23,106.22,142.55,42.05,73.71,139.37,60,42.71,2277.79,559.32,0.1971
16684.26,1390.36,low,frugal,409.61,130.56,103.95,101.84,59.27,76.88,109.25,36.21,137.33,60,16.02,1240.92,149.43,0.1075
19779.95,1648.33,low,frugal,437.45,155.16,106.61,118.71,64.38,45.27,24.49,81.55,130.9,100,30.43,1294.94,353.39,0.2144
33943.06,2828.59,low,frugal,881.15,293.66,219.22,225.59,107.64,142.19,115.23,66.04,105.39,60,1.49,2217.59,611.0,0.216
34207.34,2850.61,low,frugal,800.57,301.13,208.51,237.49,95.48,115.83,70.32,138.62,157.16,0,64.42,2189.53,661.08,0.2319
27262.32,2271.86,low,frugal,595.87,246.03,145.71,191.95,94.65,101.07,95.35,58.07,152.53,60,68.8,1810.02,461.84,0.2033
32123.07,2676.92,low,frugal,784.6,280.54,198.78,202.83,109.22,86.79,83.92,83.32,199.68,0,37.0,2066.69,610.23,0.228
18217.21,1518.1,low,frugal,460.07,174.4,109.44,111.98,63.86,68.32,69.3,57.47,156.58,60,27.29,1358.7,159.4,0.105
24838.56,2069.88,low,frugal,509.77,231.03,148.23,184.86,77.94,60.61,36.89,81.22,117.86,60,43.66,1552.07,517.81,0.2502
22131.18,1844.26,low,frugal,537.34,198.27,117.96,139.19,72.22,97.84,22.11,62.74,219.97,30,50.27,1547.91,296.35,0.1607
16045.58,1337.13,low,frugal,363.76,149.2,93.64,114.39,49.46,74.24,69.3,30.67,102.53,60,21.24,1128.44,208.69,0.1561
29047.97,2420.66,low,frugal,724.89,236.62,182.48,203.25,82.02,58.85,95.63,89.0,78.82,60,63.42,1874.99,545.68,0.2254
24327.49,2027.29,low,frugal,530.75,213.92,149.42,167.28,81.4,83.47,77.98,85.36,65.79,100,12.79,1568.16,459.13,0.2265
21023.51,1751.96,low,frugal,463.59,168.77,125.38,121.27,71.15,37.29,103.64,71.77,144.19,0,25.98,1333.02,418.93,0.2391
26869.93,2239.16,low,frugal,611.16,237.22,168.75,187.93,84.23,62.42,98.27,142.9,184.31,100,15.91,1893.11,346.05,0.1545
16450.45,1370.87,low,frugal,360.14,167.12,100.5,115.25,51.23,49.46,32.33,46.81,133.43,0,30.74,1087.0,283.87,0.2071
22467.06,1872.26,low,frugal,540.21,195.01,125.08,157.01,70.03,80.99,77.86,116.9,159.71,100,46.87,1669.66,202.6,0.1082
28014.49,2334.54,low,frugal,740.67,258.29,175.99,207.89,96.72,113.25,37.4,72.84,69.0,60,43.77,1875.83,458.71,0.1965
31725.83,2643.82,low,frugal,718.52,279.24,187.55,214.69,109.05,68.14,55.0,134.14,85.26,60,22.42,1934.0,709.82,0.2685
22291.33,1857.61,low,frugal,504.08,207.6,136.32,163.51,79.0,57.02,63.21,110.7,142.2,150,23.47,1637.11,220.5,0.1187
32361.96,2696.83,low,frugal,735.38,310.62,197.62,208.64,116.79,114.12,58.24,101.08,136.09,100,23.74,2102.34,594.49,0.2204
25485.09,2123.76,low,frugal,537.66,245.64,156.42,167.9,88.79,98.16,70.95,86.45,127.11,60,4.41,1643.49,480.26,0.2261
15751.32,1312.61,low,frugal,376.72,161.98,82.18,105.47,49.54,31.02,44.75,58.54,179.11,0,24.04,1113.35,199.26,0.1518
34600.11,2883.34,low,frugal,910.57,329.68,207.75,226.28,116.04,164.42,65.82,173.25,187.12,30,35.37,2446.29,437.05,0.1516
24109.31,2009.11,low,frugal,480.36,235.16,144.82,144.5,83.52,71.31,116.79,116.5,167.57,30,36.86,1627.4,381.71,0.19
27570.08,2297.51,low,frugal,726.87,255.74,172.03,158.92,90.65,114.76,52.95,73.98,235.82,30,71.83,1983.54,313.97,0.1367
16195.25,1349.6,low,frugal,368.04,154.39,98.18,90.82,58.04,47.08,58.56,68.21,209.79,60,4.66,1217.76,131.84,0.0977
20245.49,1687.12,low,frugal,427.84,179.01,127.4,118.18,68.57,104.75,76.21,71.53,82.35,30,1.54,1287.38,399.75,0.2369
29456.78,2454.73,low,frugal,692.08,256.12,183.7,197.02,92.41,88.22,110.67,64.04,169.86,30,21.04,1905.16,549.57,0.2239
28721.82,2393.49,low,frugal,629.06,259.9,186.51,199.16,97.64,116.53,31.71,104.78,80.87,60,0.97,1767.14,626.35,0.2617
18896.81,1574.73,low,frugal,463.68,169.9,102.19,106.84,66.76,44.77,116.6,38.34,123.85,0,39.81,1272.75,301.99,0.1918
15199.38,1266.62,low,frugal,358.9,137.87,94.38,108.17,52.26,53.48,92.72,72.32,84.62,100,14.16,1168.86,97.76,0.0772
16333.2,1361.1,low,frugal,368.15,159.44,99.5,119.33,57.92,89.34,38.85,66.2,243.03,0,38.45,1280.22,80.88,0.0594
25055.67,2087.97,low,frugal,576.02,205.11,153.62,139.31,82.9,97.89,25.29,116.58,226.68,0,41.99,1665.41,422.56,0.2024
18096.83,1508.07,low,frugal,468.49,149.85,90.68,131.18,67.82,31.05,112.0,44.83,140.74,150,60.01,1446.66,61.41,0.0407
16732.4,1394.37,low,frugal,361.75,171.45,95.29,111.18,58.26,49.42,105.44,61.18,108.78,150,44.63,1317.37,76.99,0.0552
25669.6,2139.13,low,frugal,517.06,253.75,155.31,190.14,90.52,71.16,44.78,47.74,73.99,30,42.2,1516.66,622.47,0.291
29509.36,2459.11,low,frugal,676.17,245.85,218.64,179.84,94.99,134.11,89.95,102.88,88.42,60,31.51,1922.36,536.75,0.2183
33137.33,2761.44,low,frugal,723.95,302.24,223.98,215.44,110.22,146.67,109.86,134.99,184.18,0,20.4,2171.93,589.51,0.2135
23359.37,1946.61,low,frugal,509.4,191.16,135.53,146.53,67.73,68.36,95.68,66.28,219.04,30,4.84,1534.55,412.06,0.2117
17634.19,1469.52,low,frugal,423.35,171.0,108.86,102.41,68.72,41.68,89.41,32.24,137.19,0,52.69,1227.56,241.96,0.1647
19355.62,1612.97,low,frugal,488.73,182.56,131.17,133.33,58.24,88.49,94.54,48.88,129.96,150,43.02,1548.92,64.05,0.0397
28229.32,2352.44,low,frugal,698.97,234.14,173.22,192.07,87.91,82.89,97.23,49.92,250.39,0,23.89,1890.62,461.82,0.1963
16794.02,1399.5,low,frugal,344.52,148.48,99.2,116.8,56.98,81.96,106.18,50.47,238.65,150,33.2,1426.45,0.0,0.0
20748.05,1729.0,low,frugal,413.81,194.75,136.69,136.29,63.6,43.76,99.28,90.99,253.8,30,8.81,1471.78,257.22,0.1488
32400.5,2700.04,low,frugal,692.27,301.58,167.93,206.3,105.15,158.8,68.19,104.12,125.92,150,66.34,2146.63,553.41,0.205
32011.6,2667.63,low,frugal,823.12,292.66,179.33,186.01,103.73,83.52,29.8,110.57,69.51,60,33.75,1972.01,695.63,0.2608
30993.84,2582.82,low,frugal,694.9,314.4,167.48,188.02,94.25,75.04,72.03,175.01,255.35,0,16.32,2052.82,530.0,0.2052
28521.86,2376.82,low,frugal,702.07,253.59,171.47,176.69,92.03,95.07,79.9,44.89,112.09,30,64.17,1821.98,554.85,0.2334
27677.79,2306.48,low,frugal,548.03,255.31,150.29,178.65,96.2,94.08,54.02,117.86,136.58,100,20.36,1751.38,555.1,0.2407
30344.67,2528.72,low,frugal,672.12,250.25,192.03,201.44,93.22,109.73,113.0,88.72,135.55,0,2.92,1858.97,669.75,0.2649
27867.39,2322.28,low,frugal,686.02,238.51,166.44,203.38,95.43,61.44,37.28,75.45,207.89,150,4.43,1926.27,396.01,0.1705
19205.52,1600.46,low,frugal,519.8,188.61,114.3,123.1,70.87,69.2,62.71,39.36,202.04,100,38.98,1528.97,71.49,0.0447
21200.68,1766.72,low,frugal,506.3,194.61,123.88,142.75,79.24,46.47,22.01,86.45,147.82,100,28.74,1478.27,288.46,0.1633
25815.31,2151.28,low,frugal,659.42,251.6,155.4,180.33,89.69,92.69,104.26,71.91,164.55,60,4.8,1834.65,316.63,0.1472
23266.85,1938.9,low,frugal,447.59,236.2,147.45,161.73,78.58,113.91,50.32,73.75,146.72,150,45.85,1652.1,286.8,0.1479
28340.74,2361.73,low,frugal,647.95,268.78,164.33,190.61,97.81,107.8,73.36,41.58,100.18,100,20.98,1813.36,548.36,0.2322
18830.43,1569.2,low,frugal,478.7,169.65,111.36,124.43,69.26,68.38,69.33,37.43,226.16,60,22.1,1436.8,132.4,0.0844
26715.57,2226.3,low,frugal,556.75,281.52,153.75,188.5,101.15,99.54,84.6,64.09,264.74,0,15.44,1810.1,416.2,0.1869
24741.65,2061.8,low,frugal,580.8,241.36,148.1,175.17,75.57,110.86,111.08,116.63,172.67,0,50.74,1782.98,278.83,0.1352
15685.96,1307.16,low,frugal,330.36,141.08,90.52,95.18,60.55,26.8,77.4,59.55,154.64,100,37.99,1174.05,133.11,0.1018
24683.69,2056.97,low,frugal,630.61,249.53,141.55,161.21,77.32,77.03,24.37,62.16,231.13,30,5.56,1690.46,366.51,0.1782
15563.83,1296.99,low,frugal,377.28,136.43,105.48,98.63,51.18,38.44,100.44,29.44,204.72,0,43.24,1185.29,111.7,0.0861
32589.25,2715.77,low,frugal,729.33,233.39,192.9,211.6,112.02,98.58,36.22,103.25,205.58,60,10.87,1993.74,722.03,0.2659
33915.53,2826.29,low,frugal,813.61,293.76,206.83,224.1,121.67,94.85,97.0,62.77,236.64,100,43.27,2294.49,531.8,0.1882
24236.13,2019.68,low,frugal,599.92,187.71,138.35,181.84,90.14,84.68,44.18,77.54,253.7,0,36.04,1694.09,325.59,0.1612
34833.72,2902.81,low,frugal,766.93,330.03,182.47,232.38,128.98,127.17,70.19,142.0,183.47,0,46.61,2210.25,692.56,0.2386
25835.21,2152.93,low,frugal,620.17,223.24,143.22,167.52,79.18,117.79,60.66,71.57,189.58,30,40.18,1743.12,409.82,0.1904
17949.08,1495.76,low,frugal,458.32,187.42,110.15,121.0,57.23,47.6,20.93,59.15,57.65,60,51.21,1230.66,265.1,0.1772
32376.02,2698.0,low,frugal,708.7,335.65,195.61,197.95,115.32,73.61,111.43,84.7,242.06,0,2.98,2068.0,630.0,0.2335
29407.46,2450.62,low,frugal,597.04,256.83,184.46,179.84,95.51,84.72,84.16,51.09,137.43,0,64.15,1735.24,715.39,0.2919
27120.28,2260.02,low,frugal,601.01,246.01,167.13,166.45,90.55,95.33,104.25,110.01,74.71,0,72.15,1727.59,532.43,0.2356
18170.4,1514.2,low,frugal,347.0,160.8,101.15,124.42,52.54,80.57,98.93,34.37,206.57,30,5.42,1241.76,272.44,0.1799
34786.99,2898.92,low,frugal,818.66,305.1,219.18,230.43,117.86,110.35,39.38,84.07,205.18,30,61.75,2221.96,676.96,0.2335
33843.71,2820.31,low,frugal,651.68,311.26,216.86,202.62,118.94,100.25,71.26,100.07,168.13,150,25.79,2116.85,703.46,0.2494
15844.01,1320.33,low,frugal,461.33,139.65,98.94,100.14,54.06,73.35,104.96,42.76,159.22,0,70.74,1305.15,15.18,0.0115
28483.74,2373.64,low,frugal,623.09,261.68,157.97,193.84,95.35,80.13,63.1,64.97,283.87,30,7.94,1861.95,511.69,0.2156
34517.42,2876.45,low,frugal,766.95,269.04,205.3,230.75,116.54,91.79,44.99,68.54,162.08,30,19.35,2005.32,871.13,0.3028
28392.23,2366.02,low,frugal,585.29,293.67,148.28,183.96,94.19,91.47,28.59,109.71,90.23,60,42.26,1727.64,638.38,0.2698
22354.17,1862.85,low,frugal,509.04,191.02,147.47,163.67,72.52,51.02,42.75,59.1,79.93,0,52.44,1368.95,493.89,0.2651
21793.21,1816.1,low,frugal,528.36,223.87,138.96,130.55,73.2,71.74,107.13,95.82,155.95,30,36.88,1592.46,223.64,0.1231
22345.55,1862.13,low,frugal,511.9,212.62,119.07,130.85,77.17,89.78,23.84,97.75,156.54,60,0.82,1480.32,381.81,0.205
